Geneid	/N/dc2/scratch/rpolicas/stripe_paper/stripe_seq/yeast/results/aligned/S288C-pooled_WT-100ng_2_Aligned.out_cleaned.bam	/N/dc2/scratch/rpolicas/stripe_paper/stripe_seq/yeast/results/aligned/S288C-pooled_WT-100ng_1_Aligned.out_cleaned.bam	/N/dc2/scratch/rpolicas/stripe_paper/stripe_seq/yeast/results/aligned/S288C-pooled_WT-100ng_3_Aligned.out_cleaned.bam	/N/dc2/scratch/rpolicas/stripe_paper/stripe_seq/yeast/results/aligned/S288C-unpooled_WT-100ng_3_Aligned.out_cleaned.bam	/N/dc2/scratch/rpolicas/stripe_paper/stripe_seq/yeast/results/aligned/S288C-unpooled_WT-100ng_2_Aligned.out_cleaned.bam	/N/dc2/scratch/rpolicas/stripe_paper/stripe_seq/yeast/results/aligned/S288C-unpooled_WT-100ng_1_Aligned.out_cleaned.bam
YBR221C	66	78	96	82	51	55
YBR221W-A	0	0	0	0	0	0
YBR222C	32	49	46	44	23	28
YBR223C	95	157	124	121	80	87
YBR223W-A	0	0	0	0	0	0
YBR224W	7	1	1	1	2	1
YBR225W	25	34	37	36	27	22
YBR226C	0	0	0	0	0	0
YBR227C	23	43	35	26	22	23
YBR228W	18	38	35	29	30	27
YBR229C	66	87	98	89	76	54
YBR230C	180	219	178	303	297	259
YBR230W-A	117	126	143	146	123	120
LSR1	1482	1978	2537	1244	1238	978
YBR231C	34	65	62	45	28	28
YBR232C	2	0	0	0	0	0
YBR233W	8	23	8	10	9	10
YBR233W-A	40	59	36	61	45	46
YBR234C	41	47	43	32	37	33
YBR235W	23	35	27	22	23	23
YBR236C	99	146	145	169	102	116
YBR237W	88	122	127	75	73	51
YBR238C	95	108	93	180	134	137
YBR239C	50	76	60	90	71	81
YBR240C	1	1	5	6	4	2
YBR241C	12	13	8	18	11	14
YBR242W	44	59	56	95	71	74
YBR243C	14	19	16	25	18	29
YBR244W	69	92	74	52	70	71
YBR245C	141	217	207	108	86	78
YBR246W	18	22	25	35	33	30
YBR247C	210	270	274	269	201	181
YBR248C	44	84	93	79	49	61
YBR249C	87	131	124	136	131	85
YBR250W	2	3	2	4	5	3
YBR251W	26	34	41	30	28	26
YBR252W	51	55	66	96	83	86
YBR253W	44	80	67	61	48	55
YBR254C	14	30	20	26	24	21
YBR255W	67	72	82	63	65	47
YBR255C-A	31	43	35	41	41	42
YBR256C	153	246	210	161	159	140
YBR257W	25	36	35	27	34	27
YBR258C	39	38	31	23	28	23
YBR259W	24	25	31	15	25	15
YBR260C	62	89	84	95	57	95
YBR261C	14	23	21	35	17	26
YBR262C	122	190	175	121	81	106
YBR263W	36	32	35	43	40	24
YBR264C	24	33	28	25	29	21
YBR265W	7	21	27	18	15	12
YBR267W	175	224	218	150	141	130
YBR266C	0	0	0	0	0	0
YBR268W	52	75	63	71	52	52
YBR269C	108	141	131	158	91	115
YBR270C	6	6	8	12	5	5
YBR271W	24	28	32	21	27	16
YBR272C	38	36	40	30	20	23
YBR273C	71	83	90	98	88	65
YBR274W	11	10	13	8	5	6
YBR275C	37	39	74	40	20	38
YBR276C	8	21	14	6	5	2
YBR277C	1	2	0	2	0	0
YBR278W	68	89	83	88	52	59
YBR279W	90	100	122	82	47	65
YBR280C	33	24	26	22	17	23
YBR281C	26	30	31	20	24	25
YBR282W	65	96	70	65	61	71
YBR283C	52	79	81	79	75	67
YBR284W	12	19	19	25	19	15
YBR285W	6	3	4	9	6	9
YBR286W	75	105	135	83	65	72
YBR287W	39	48	62	38	42	30
YBR288C	46	63	67	48	50	53
YBR289W	54	60	63	91	76	84
YBR290W	220	280	265	231	190	141
YBR291C	8	11	8	11	15	11
YBR292C	2	2	2	5	1	5
YBR293W	7	7	4	10	4	3
YBR294W	0	6	4	3	3	7
YBR295W	13	19	16	6	17	8
YBR296C	19	27	20	22	15	16
YBR296C-A	1	3	2	1	2	2
YBR297W	71	86	72	83	69	68
YBR298C	39	65	64	42	36	25
YBR298C-A	0	0	0	0	0	0
YBR299W	4	2	4	2	1	5
YBR300C	1	0	0	0	1	2
YBR301W	4	1	1	8	3	3
YBR302C	0	0	0	0	0	0
YNL339C	0	0	0	0	1	0
YNL339W-B	0	0	0	0	0	0
YNL339W-A	0	0	0	0	0	0
YNL338W	0	0	0	0	0	0
YNL337W	0	0	0	0	0	0
YNL336W	2	4	3	1	5	3
YNL335W	0	0	0	0	0	0
YNL334C	9	5	4	7	9	7
YNL333W	12	23	19	19	13	16
YNL332W	1	1	0	0	0	2
YNL331C	19	20	22	22	17	16
YNL330C	51	63	64	45	53	31
YNL329C	12	14	24	14	12	14
YNL328C	8	18	8	25	13	17
YNL327W	230	275	270	262	217	227
YNL326C	10	9	9	7	12	10
YNL325C	27	28	28	17	18	16
YNL324W	0	1	0	0	0	0
YNL323W	18	47	32	25	28	16
YNL322C	73	100	75	127	119	113
YNL321W	53	44	45	76	46	61
YNL320W	3	2	2	4	4	5
YNL319W	0	0	0	0	0	0
YNL318C	0	0	0	0	0	1
YNL317W	47	58	54	53	43	46
YNL316C	26	18	22	28	25	31
YNL315C	30	37	39	39	36	28
YNL314W	19	21	26	26	23	22
YNL313C	75	83	103	97	70	75
YNL312W	19	25	23	20	20	8
YNL311C	30	69	57	69	61	50
YNL310C	31	47	38	46	45	49
YNL309W	46	42	45	101	55	73
YNL308C	145	167	221	85	78	67
YNL307C	90	123	144	129	127	109
YNL306W	120	185	172	191	189	164
YNL305C	17	30	20	33	19	39
YNL304W	15	23	18	22	20	13
YNL303W	1	0	0	0	0	0
YNL302C	226	244	220	191	215	172
YNL301C	120	165	144	169	167	167
YNL300W	93	103	104	121	110	102
YNL299W	14	15	19	21	16	14
YNL298W	25	30	46	21	15	25
YNL297C	50	47	53	33	32	33
YNL296W	0	0	0	0	0	0
YNL295W	31	53	50	59	44	53
YNL294C	41	74	90	48	51	62
YNL293W	66	120	106	74	45	59
YNL292W	69	95	91	48	43	54
YNL291C	14	18	18	21	16	19
YNL290W	42	47	44	31	27	25
YNL289W	20	26	23	13	24	20
snR40	19	28	27	11	10	6
YNL288W	28	31	30	17	34	33
YNL287W	105	126	148	133	111	109
YNL286W	44	69	56	34	47	36
YNL285W	0	0	2	0	0	0
tG(UCC)N	0	0	0	0	0	0
YNL284C-B	1	3	3	4	3	2
YNL284C-A	0	0	0	0	0	0
tN(GUU)N1	0	0	0	0	0	0
YNL284C	13	14	13	12	19	17
tT(AGU)N1	0	1	0	1	1	1
YNL283C	14	9	12	7	8	13
YNL282W	14	8	13	13	16	12
YNL281W	79	107	105	103	82	91
YNL280C	30	62	58	40	37	25
YNL279W	3	7	7	4	4	1
YNL278W	21	22	33	18	9	11
YNL277W-A	0	1	0	2	0	0
YNL277W	6	5	5	6	5	4
YNL276C	12	33	23	24	18	19
YNL275W	13	20	19	5	11	9
YNL274C	15	34	31	27	28	19
YNL273W	3	6	8	8	4	6
YNL272C	62	71	67	41	63	45
YNL271C	82	91	129	73	55	47
YNL270C	8	9	7	5	8	3
YNL269W	1	0	1	0	0	0
YNL268W	111	140	137	80	90	58
YNL267W	45	44	59	37	43	38
YNL266W	0	0	1	0	0	2
YNL265C	22	36	30	20	27	24
YNL264C	16	26	17	14	16	12
YNL263C	25	40	33	46	23	41
YNL262W	39	49	52	33	14	16
YNL261W	32	48	53	88	50	58
YNL260C	34	49	36	51	53	59
YNL259C	20	33	25	17	14	14
YNL258C	34	43	50	41	27	36
YNL257C	19	37	49	25	20	26
YNL256W	23	27	37	17	18	14
YNL255C	213	304	309	230	221	219
YNL254C	34	35	33	33	29	28
YNL253W	6	8	15	11	11	8
YNL252C	54	78	80	66	46	39
YNL251C	69	80	89	63	59	68
YNL250W	17	30	21	17	15	16
YNL249C	9	13	7	4	1	3
YNL248C	49	63	80	61	37	41
YNL247W	136	165	197	141	137	129
YNL246W	77	66	74	58	68	45
YNL245C	25	40	30	31	31	31
YNL244C	72	105	91	68	71	58
YNL243W	52	58	77	50	39	35
YNL242W	26	44	38	32	22	26
YNL241C	117	129	142	137	109	128
YNL240C	17	21	24	22	17	20
YNL239W	75	118	143	178	102	118
YNL238W	24	44	45	48	40	28
YNL237W	5	6	3	7	3	4
YNL236W	35	29	39	34	23	39
YNL235C	1	0	0	0	0	0
YNL234W	51	61	54	51	46	33
YNL233W	40	64	63	49	39	28
YNL232W	189	276	268	191	173	207
YNL231C	88	103	116	106	84	73
YNL230C	42	52	49	68	49	35
YNL229C	75	98	98	89	77	91
YNL228W	1	3	2	4	6	2
YNL227C	51	68	86	87	56	61
YNL226W	0	0	0	2	0	0
YNL225C	33	58	58	48	45	39
YNL224C	74	129	113	109	72	102
YNL223W	15	18	14	10	9	12
YNL222W	22	28	24	22	22	17
snR19	158	191	219	100	127	98
YNL221C	42	53	84	44	43	28
YNL220W	130	187	162	129	121	105
YNL219C	9	14	15	12	13	12
YNL218W	9	12	14	13	6	9
YNL217W	161	229	214	194	157	185
YNL216W	46	52	54	43	32	33
YNL215W	242	362	336	330	273	260
YNL214W	32	21	27	26	21	21
YNL213C	86	139	100	90	79	92
YNL212W	67	80	90	49	47	41
YNL211C	16	21	13	14	21	47
YNL210W	0	1	0	1	0	0
YNL209W	214	282	308	246	238	314
YNL208W	124	134	116	133	107	90
YNL207W	26	38	44	22	32	29
YNL206C	58	73	60	38	61	59
YNL205C	0	0	0	0	0	0
YNL204C	0	2	1	3	0	1
YNL203C	2	4	3	1	1	2
YNL202W	0	0	0	0	2	2
YNL201C	62	79	83	116	63	77
YNL200C	30	34	40	32	33	24
YNL199C	35	33	42	54	41	30
YNL198C	5	2	2	1	0	1
YNL197C	22	25	27	22	16	29
YNL196C	6	7	2	3	1	5
YNL195C	8	12	7	10	9	7
YNL194C	28	33	26	21	36	30
YNL193W	34	51	36	50	47	46
YNL192W	185	218	206	238	223	203
YNL191W	14	18	23	16	12	14
YNL190W	207	215	254	309	314	346
YNL189W	132	163	161	143	108	114
YNL188W	45	84	84	265	53	60
YNL187W	12	21	19	13	17	16
YNL186W	45	62	82	37	33	28
YNL185C	30	54	44	60	48	45
YNL184C	13	21	9	8	14	9
YNL183C	12	16	22	15	16	17
YNL182C	10	23	33	20	17	20
YNL181W	38	53	54	38	39	35
YNL180C	62	75	95	74	76	77
YNL179C	21	30	39	28	17	28
YNL178W	190	266	279	231	207	223
YNL177C	84	121	103	61	55	58
YNL176C	35	45	44	54	36	38
YNL175C	157	218	190	196	147	137
YNL174W	0	0	0	0	1	0
YNL173C	153	177	244	130	119	122
YNL172W	29	43	39	25	28	25
YNL171C	0	0	0	0	0	0
YNL170W	0	1	0	0	0	1
YNL169C	86	152	126	91	73	74
YNL168C	35	33	39	24	34	24
YNL167C	34	50	72	64	43	50
YNL166C	112	125	122	143	101	93
YNL165W	8	18	15	23	11	21
YNL164C	3	11	10	5	1	5
YNL163C	56	59	94	39	41	57
YNL162W-A	8	6	2	5	6	3
YNL162W	112	150	140	113	99	100
YNL161W	44	51	65	85	76	50
YNL160W	105	128	149	155	140	128
YNL159C	71	73	70	110	67	61
YNL158W	32	41	43	26	30	28
YNL157W	70	113	86	59	62	64
YNL156C	380	487	452	370	277	317
YNL155W	64	102	99	66	61	62
YNL154C	73	117	132	87	61	70
YNL153C	38	53	50	22	31	18
YNL152W	20	28	34	44	29	35
YNL151C	144	171	177	192	140	147
YNL150W	0	0	1	0	0	0
YNL149C	161	211	183	142	147	111
YNL148C	58	83	87	56	57	41
YNL147W	72	89	56	74	65	51
YNL146C-A	5	11	5	11	6	4
YNL146W	1	2	2	2	3	6
YNL145W	90	120	80	75	81	81
YNL144C	49	80	73	72	60	49
YNL144W-A	0	0	0	0	0	0
YNL143C	8	10	8	7	17	9
YNL142W	4	4	4	6	1	5
YNL141W	50	62	64	60	74	72
YNL140C	1	4	1	0	1	1
YNL139C	39	67	78	27	35	46
YNL138W-A	66	91	91	53	36	45
YNL138W	55	63	63	49	47	40
YNL137C	75	77	76	46	46	48
YNL136W	72	98	88	59	86	56
YNL135C	404	483	462	514	440	418
YNL134C	18	39	35	16	17	19
YNL133C	27	20	26	27	33	17
tF(GAA)N	0	0	0	0	1	0
YNL132W	106	112	135	116	106	91
YNL131W	115	173	147	182	142	169
YNL130C	41	78	80	75	79	59
YNL130C-A	1	0	0	0	0	1
YNL129W	22	29	31	23	14	20
YNL128W	3	4	5	2	4	4
YNL127W	172	228	232	171	183	153
YNL126W	17	22	31	11	13	13
YNL125C	34	48	41	79	63	65
YNL124W	50	59	83	69	58	57
YNL123W	41	65	76	42	52	58
YNL122C	22	23	14	37	33	38
YNL121C	293	368	440	225	199	176
YNL120C	0	1	0	1	0	0
YNL119W	27	37	36	38	23	29
YNL118C	46	67	46	34	31	38
YNL117W	7	11	11	5	7	3
YNL116W	29	29	23	59	46	50
YNL115C	47	74	62	40	51	53
YNL114C	1	0	0	0	1	1
YNL113W	112	139	131	72	80	60
YNL112W	325	335	388	279	268	275
YNL111C	23	32	25	33	42	26
YNL110C	207	243	209	164	154	125
YNL109W	1	2	1	1	1	2
YNL108C	14	18	21	13	15	14
YNL107W	32	61	50	36	38	42
YNL106C	15	23	37	12	12	21
YNL105W	0	0	0	0	0	1
YNL104C	182	226	252	246	195	243
YNL103W-A	0	0	0	0	0	0
YNL103W	39	43	44	46	32	32
YNL102W	87	106	106	85	74	56
YNL101W	14	25	19	20	13	17
YNL100W	31	35	37	35	33	25
YNL099C	52	101	81	64	44	49
YNL098C	74	120	121	86	88	80
YNL097C-B	14	33	19	18	11	8
YNL097C	75	97	89	90	79	87
YNL097W-A	11	16	5	19	21	19
tL(CAA)N	0	0	0	1	0	0
YNL096C	379	454	385	396	340	391
YNL095C	4	5	3	3	2	2
YNL094W	32	55	58	54	38	41
YNL093W	13	30	22	22	23	17
YNL092W	7	6	10	17	12	9
YNL091W	145	109	212	81	73	64
YNL090W	11	14	8	5	6	3
YNL089C	1	0	0	2	1	2
YNL088W	143	204	273	95	97	117
YNL087W	53	75	75	55	65	40
YNL086W	16	15	9	9	10	14
YNL085W	76	87	94	85	100	92
YNL084C	68	88	79	77	62	65
YNL083W	16	18	28	18	20	21
YNL082W	19	26	29	21	21	26
YNL081C	57	67	73	62	69	67
YNL080C	11	12	19	10	18	17
YNL079C	613	810	806	598	512	431
YNL078W	92	136	139	146	102	122
YNL077W	50	93	73	64	52	48
YNL076W	44	66	60	79	73	64
YNL075W	96	129	117	86	79	82
YNL074C	89	117	127	178	113	166
YNL073W	70	95	105	70	80	80
YNL072W	113	140	144	173	126	139
YNL071W	92	131	136	139	104	113
YNL070W	16	30	21	19	15	17
YNL069C	179	220	246	139	140	113
YNL068C	78	90	93	98	88	105
YNL067W-A	0	0	1	0	1	1
YNL067W-B	0	0	0	0	0	0
YNL067W	65	72	84	64	65	46
YNL066W	119	181	209	142	100	163
YNL065W	32	44	45	29	23	22
YNL064C	117	145	175	106	105	113
YNL063W	6	16	12	10	9	10
YNL062C	47	51	45	42	53	38
YNL061W	360	492	512	340	326	286
YNL059C	77	97	108	87	84	80
YNL058C	22	35	44	39	27	32
YNL057W	0	0	0	0	0	1
YNL056W	32	53	48	47	43	31
YNL055C	131	151	158	368	178	163
tD(GUC)N	2	4	7	12	8	2
YNL054W-B	30	27	36	9	21	13
YNL054W-A	0	0	0	0	0	0
YNL054W	45	40	59	39	37	35
YNL053W	18	22	17	31	31	31
YNL052W	31	41	43	41	48	43
YNL051W	26	27	35	38	45	42
YNL050C	112	154	139	116	106	121
YNL049C	44	58	91	52	42	40
YNL048W	25	36	41	35	28	31
YNL047C	32	31	33	71	38	63
YNL046W	20	25	26	24	26	17
YNL045W	19	35	28	22	29	36
YNL044W	31	29	30	25	34	38
YNL043C	0	1	0	0	1	3
tP(UGG)N1	0	0	1	0	0	0
YNL042W-B	1	1	1	1	1	0
YNL042W	25	47	55	55	29	42
YNL041C	54	56	54	86	55	60
YNL040W	58	79	75	46	37	29
YNL039W	98	102	158	103	77	94
YNL038W	69	125	100	68	65	79
YNL037C	98	150	131	114	92	87
YNL036W	150	215	173	211	189	206
tT(AGU)N2	0	0	0	0	0	0
tP(UGG)N2	0	1	0	1	0	0
YNL035C	42	99	86	52	48	46
tI(AAU)N1	0	0	0	0	0	0
YNL034W	0	0	1	2	2	0
YNL033W	3	1	0	0	3	1
YNL032W	94	129	111	96	68	81
YNL031C	324	424	415	273	291	280
YNL030W	96	128	116	78	99	49
YNL029C	49	76	87	66	43	51
YNL028W	0	0	0	1	0	0
YNL027W	101	131	120	144	113	108
YNL026W	20	30	27	26	20	15
YNL025C	28	39	30	34	41	22
NME1	36	47	44	39	43	39
snR66	1	0	2	1	0	0
YNL024C-A	36	55	36	43	32	28
YNL024C	6	12	0	5	11	13
YNL023C	48	59	57	24	22	22
YNL022C	69	80	95	73	47	46
YNL021W	67	107	93	88	78	70
YNL020C	18	10	18	24	21	13
YNL019C	0	0	0	1	0	1
YNL018C	2	1	0	4	1	2
YNL017C	0	0	0	0	0	1
tI(AAU)N2	0	0	0	0	0	0
YNL016W	110	159	177	103	108	79
YNL015W	179	221	176	272	198	215
YNL014W	4	6	10	2	2	4
YNL013C	0	0	0	0	0	1
YNL012W	7	16	15	8	6	8
YNL011C	19	29	31	23	29	29
YNL010W	48	75	73	69	59	65
YNL009W	23	24	38	40	45	48
YNL008C	22	36	30	25	28	25
YNL007C	101	131	150	114	110	112
YNL006W	34	53	61	75	61	68
YNL005C	73	113	78	58	64	54
YNL004W	442	505	558	446	395	340
YNL003C	28	39	27	43	35	35
YNL002C	418	513	499	334	341	275
YNL001W	26	48	36	12	22	15
YNR001C	158	243	247	230	193	241
YNR001W-A	1	2	1	1	0	1
tP(AGG)N	2	2	3	1	0	1
tN(GUU)N2	0	0	0	0	0	0
YNR002C	11	12	15	17	17	18
YNR003C	69	83	102	95	69	82
YNR003W-A	0	1	0	0	0	0
YNR004W	6	14	18	7	9	9
YNR005C	0	0	2	0	0	0
YNR006W	55	68	93	63	57	47
YNR007C	48	65	90	55	44	45
YNR008W	63	70	74	39	42	31
YNR009W	19	18	19	14	18	21
YNR010W	20	37	31	36	30	38
YNR011C	35	57	75	50	40	40
YNR012W	17	21	27	18	21	18
YNR013C	40	54	45	60	38	44
YNR014W	67	85	65	98	102	122
YNR015W	66	83	76	51	78	63
YNR016C	281	335	439	211	154	193
YNR017W	111	190	192	126	96	74
YNR018W	99	189	166	155	103	129
YNR019W	93	111	127	107	82	86
YNR020C	30	35	32	50	39	39
YNR021W	70	99	114	78	64	50
YNR022C	61	86	72	82	47	52
YNR023W	8	14	24	18	17	12
YNR024W	130	160	150	136	145	114
YNR025C	1	0	1	0	0	0
YNR026C	50	109	100	45	30	35
YNR027W	31	42	34	37	38	41
YNR028W	79	108	100	123	88	106
YNR029C	30	35	33	23	18	18
YNR030W	37	44	40	30	36	24
YNR031C	54	54	72	48	45	57
YNR032W	23	22	23	15	18	15
YNR032C-A	50	60	67	36	42	28
YNR033W	20	32	45	12	10	15
YNR034W	36	56	47	36	25	26
YNR034W-A	71	89	64	62	65	67
YNR035C	35	54	50	24	29	26
YNR036C	19	36	26	37	32	37
YNR037C	62	82	66	79	82	72
YNR038W	74	115	115	80	78	42
YNR039C	33	39	40	33	30	35
YNR040W	45	61	45	44	50	31
YNR041C	45	71	58	29	34	24
YNR042W	0	0	0	1	0	0
YNR043W	51	42	47	79	64	68
YNR044W	31	24	41	56	40	48
YNR045W	107	138	122	147	104	115
YNR046W	69	68	68	100	99	82
YNR047W	47	49	70	62	48	42
YNR048W	13	18	16	19	20	20
YNR049C	53	60	66	107	44	47
YNR050C	45	86	82	56	59	44
snR49	18	23	22	18	15	22
YNR051C	46	70	104	42	15	23
YNR052C	42	54	43	113	89	93
YNR053C	94	102	109	86	73	62
snR191	2	1	2	0	0	0
YNR054C	424	439	443	392	339	301
tL(UAA)N	1	0	0	0	0	0
YNR055C	3	8	13	2	2	7
YNR056C	1	1	1	2	0	1
YNR057C	4	8	5	7	6	4
YNR058W	8	4	3	8	11	5
YNR059W	11	19	15	16	10	17
YNR060W	4	7	8	6	2	2
YNR061C	18	23	24	20	17	21
YNR062C	1	0	0	0	0	1
YNR063W	5	16	18	0	5	5
YNR064C	0	0	0	0	0	1
YNR065C	26	42	60	30	9	21
YNR066C	8	14	17	18	13	14
YNR067C	53	67	70	84	47	68
YNR068C	0	0	2	0	1	0
YNR069C	16	29	24	35	26	31
YNR070W	3	3	6	7	4	5
YNR071C	0	0	0	0	1	0
YNR072W	0	0	0	1	0	0
YNR073C	4	9	2	3	4	1
YNR074C	15	20	15	10	10	9
YNR075W	36	33	41	32	39	35
YNR075C-A	0	0	0	0	0	0
YNR076W	0	0	2	1	0	4
YNR077C	0	0	0	0	0	1
YJL225C	3	7	7	3	2	3
YJL225W-A	0	0	0	0	0	0
YJL223C	0	0	0	0	0	0
YJL222W-B	0	0	0	0	0	0
YJL222W-A	0	0	0	0	0	0
YJL222W	0	0	0	1	0	0
YJL221C	0	0	0	0	0	0
YJL220W	0	0	0	0	0	0
YJL219W	0	0	0	0	0	0
YJL218W	6	7	4	8	3	8
YJL217W	11	13	18	14	22	8
YJL216C	0	1	1	0	0	3
YJL215C	0	0	0	0	0	0
YJL214W	7	10	2	6	6	4
YJL213W	16	26	20	14	20	16
YJL212C	30	45	40	39	30	33
YJL211C	0	2	1	6	2	3
YJL210W	33	40	33	35	32	29
YJL209W	43	54	43	49	63	57
YJL208C	30	22	27	23	21	27
YJL207C	35	27	35	22	25	25
YJL206C	98	149	163	112	97	87
YJL205C	51	77	65	57	46	56
YJL204C	10	11	14	3	8	6
YJL203W	53	71	76	43	27	42
YJL202C	0	0	0	0	0	0
YJL201W	30	50	44	46	43	41
YJL200C	73	86	96	81	80	57
tT(AGU)J	0	0	0	0	0	0
YJL199C	9	9	11	13	7	8
YJL198W	77	117	89	78	68	74
YJL197W	80	87	122	84	78	65
YJL197C-A	0	0	0	0	0	0
YJL196C	25	35	37	29	38	28
YJL195C	0	0	0	0	0	0
YJL194W	12	20	17	21	13	12
YJL193W	24	26	16	27	23	28
YJL192C	81	129	112	130	112	125
YJL191W	83	113	88	126	87	102
YJL190C	297	361	330	416	363	335
YJL189W	153	225	201	88	108	81
YJL188C	0	0	0	0	0	0
YJL187C	38	75	60	42	32	22
YJL186W	51	78	102	46	37	28
YJL185C	19	25	19	40	29	21
YJL184W	172	249	225	250	170	193
YJL183W	40	68	64	58	51	46
YJL182C	0	0	0	0	0	0
YJL181W	11	20	17	17	10	12
YJL180C	14	19	16	13	4	5
YJL179W	37	47	46	41	38	23
YJL178C	42	80	68	60	69	68
YJL177W	264	305	321	254	266	238
YJL176C	110	151	157	174	124	142
YJL175W	0	0	0	0	0	0
YJL174W	82	97	94	108	112	136
YJL173C	29	48	46	34	40	24
YJL172W	84	102	95	131	138	129
YJL171C	46	59	51	58	52	62
YJL170C	2	12	10	11	12	9
YJL169W	0	0	0	0	0	0
YJL168C	134	202	199	119	107	91
YJL167W	90	120	133	109	104	93
YJL166W	121	161	163	118	113	115
YJL165C	86	132	119	66	85	72
YJL164C	110	152	157	140	121	122
YJL163C	28	45	41	26	22	28
YJL162C	25	28	26	32	33	28
tE(UUC)J	0	0	0	0	0	0
YJL161W	24	33	20	18	21	32
YJL160C	1	2	1	0	1	3
YJL159W	410	676	731	845	715	807
YJL158C	313	403	312	443	368	384
YJL157C	20	28	39	26	28	24
YJL156W-A	12	11	8	21	15	16
YJL156C	15	23	29	13	25	15
YJL155C	37	65	38	24	27	21
YJL154C	78	117	119	125	107	138
YJL153C	1	2	2	1	1	1
YJL152W	0	1	1	0	1	0
YJL151C	47	55	62	67	56	59
YJL150W	0	0	1	1	0	2
YJL149W	14	29	22	10	17	22
snR128	2	1	1	3	0	2
snR190	35	62	59	19	17	17
YJL148W	241	304	372	201	176	222
YJL147C	6	11	11	11	12	12
YJL146W	14	16	16	16	13	13
YJL145W	53	68	69	65	55	56
YJL144W	99	106	96	94	102	85
YJL143W	38	51	46	49	36	27
YJL142C	0	0	0	0	0	0
YJL141C	156	201	195	279	187	223
YJL140W	322	406	340	364	307	247
YJL139C	59	78	71	54	58	45
YJL138C	191	176	196	193	193	215
YJL137C	33	59	40	32	16	28
YJL136W-A	0	0	0	0	0	0
YJL136C	210	199	200	180	217	153
YJL135W	0	5	1	2	3	0
YJL134W	15	26	25	20	16	27
YJL133C-A	100	121	90	96	104	84
YJL133W	14	14	12	16	23	17
YJL132W	0	13	13	17	7	12
YJL131C	41	50	59	48	34	46
YJL130C	196	241	366	197	150	172
YJL129C	29	37	45	36	36	37
YJL128C	18	29	28	38	21	49
YJL127W-A	0	0	0	2	0	0
YJL127C-B	15	21	24	16	13	16
YJL127C	37	40	40	46	30	30
YJL126W	15	24	27	27	26	30
YJL125C	27	42	48	35	25	38
YJL124C	83	128	114	94	80	101
YJL123C	438	511	561	466	414	415
YJL122W	74	92	88	74	100	61
YJL121C	38	44	47	52	53	40
YJL120W	0	0	0	0	0	0
YJL119C	0	1	0	3	4	0
YJL118W	12	14	20	39	19	21
YJL117W	26	35	38	22	24	23
YJL116C	11	6	10	18	13	15
YJL115W	70	88	114	78	66	75
tA(AGC)J	0	0	0	0	0	0
YJL114W	10	3	4	5	3	0
YJL113W	2	2	6	4	5	0
tD(GUC)J1	1	0	0	0	0	0
YJL112W	28	27	31	24	14	24
YJL111W	58	89	109	50	52	42
YJL110C	44	49	63	49	30	32
YJL109C	87	84	112	89	77	66
YJL108C	1	2	0	1	0	1
YJL107C	62	103	88	107	63	79
YJL106W	4	6	4	3	3	2
YJL105W	0	1	1	0	2	1
YJL104W	111	158	154	100	118	104
snR37	100	97	89	45	42	44
YJL103C	41	67	67	86	93	121
YJL102W	26	26	28	28	15	16
tR(ACG)J	0	0	0	0	0	0
YJL101C	46	55	64	52	48	33
YJL100W	25	47	44	35	24	26
YJL099W	8	12	10	9	4	5
YJL098W	62	94	117	49	33	42
YJL097W	19	35	21	18	18	16
YJL096W	56	89	74	61	38	42
YJL095W	34	33	43	37	44	41
YJL094C	14	21	20	13	13	13
YJL093C	32	63	68	18	23	11
YJL092W	25	16	30	19	22	12
YJL091C	4	2	1	4	9	5
YJL090C	13	9	15	22	23	15
YJL089W	14	11	21	10	12	14
YJL088W	7	11	10	4	8	7
YJL087C	22	24	30	24	26	15
YJL086C	5	7	4	4	0	1
YJL085W	42	63	79	70	43	39
YJL084C	24	26	38	36	23	25
YJL083W	23	27	26	27	17	27
YJL082W	60	92	104	75	53	73
YJL081C	37	39	39	50	25	28
YJL080C	113	130	136	234	113	148
YJL079C	42	38	35	68	60	60
YJL078C	39	51	64	64	40	42
YJL077W-B	0	0	0	0	0	0
YJL077C	1	1	1	4	2	0
YJL077W-A	2	0	1	2	1	2
YJL076W	122	132	121	154	125	127
YJL075C	0	1	0	0	0	0
YJL074C	21	37	47	41	28	36
YJL073W	8	15	21	8	12	11
YJL072C	25	31	38	55	38	47
YJL071W	9	20	16	9	15	6
YJL070C	11	14	18	12	13	7
YJL069C	102	142	134	97	82	86
YJL068C	30	23	28	34	26	23
YJL067W	1	2	0	1	1	2
YJL066C	37	81	71	56	40	51
YJL065C	36	55	37	62	54	61
YJL064W	4	3	2	5	2	3
YJL063C	52	70	70	55	50	49
YJL062W-A	30	46	51	56	59	48
YJL062W	12	14	13	21	26	15
YJL061W	14	12	18	18	6	9
YJL060W	39	33	26	40	37	35
YJL059W	8	2	4	3	7	5
YJL058C	17	19	23	29	27	27
YJL057C	39	64	72	79	51	53
YJL056C	8	12	9	9	9	7
YJL055W	82	92	82	69	85	58
YJL054W	59	113	151	84	69	68
YJL053W	25	36	39	25	20	35
YJL052C-A	0	0	0	0	0	0
YJL052W	38	60	59	59	52	45
YJL051W	9	14	17	21	18	21
YJL050W	393	485	510	331	261	221
